,name,tweet,retweets,location,country,created,followers,is_user_verified,vader_sentiment
109,France_MM,🌍 DG7 leaders statement @France_MM @DeutscheWelle @bbcworldservice @USAGMgov @NHKWORLD_News @CBCRadioCanada @ABCaustralia : « International public service media have played an essential role in the global fight against the Covid-19 pandemic » https://t.co/aHPf4nWoLy,19,"Paris, France",France,26-May-2020,8919,True,negative
110,cfecgcsag,🦠👍🏻👨🏼‍🔬👩🏻‍⚕️ #COVID__19 #Covid_19 #coronavirus #virus Good news! https://t.co/P2nSFlkJxL,0,"Rue La Boétie, Paris, Fr 🇫🇷",France,26-May-2020,1989,False,positive
111,metacosm,"@MichaelTG09 I’m not saying you, personally, didn’t. I’m just saying that from the point of view of the rest of the world, you’re in the minority. https://t.co/nzHs1waBEK
These trends are also corroborated from personal experience talking to folks in other countries.",0,"Crolles, France",France,26-May-2020,858,False,neutral
112,laurentguyot_co,"#Coronavirus the #PlexEat of @gernigonstudio is available for sale. #SITOUR company part of the #ISDGroup in France, is accompanying @gernigonstudio to produce and commercialize worldwide. #COVID__19 #plexiglass #design #bubble #restaurants #Hotel #shop https://t.co/8g33eu2clT https://t.co/fCOJNuRcF5",4,"Paris, Ile-de-France",France,26-May-2020,8316,False,neutral
113,metacosm,"@MichaelTG09 Sure, but all these are colloquial names, and there are as many instances of diseases which are not named by point of origin. In this case, we already have a colloquial name: covid-19 or even corona virus… Wanting to change the colloquial name now is agenda pushing.",0,"Crolles, France",France,26-May-2020,858,False,positive
114,marjoriehache,"DJ set in the time of Covid-19 for @drmartens wearing @kirstenleyfashn #AW2020 ""The Marjorie"".
Six months ago, I would never have expected to have a dress named after me (what an honour! ) or for the world to have… https://t.co/FVNSkcNiG9",0,Paris,France,26-May-2020,2983,True,positive
115,The_etranger,Since last weekend the French Media have gone rather quiet in criticizing Macron's Government's actions towards the Covid 19 pandemic. I wonder why!? 🤔,0,"Amiens, France 80000",France,26-May-2020,859,False,negative
116,metacosm,"@MichaelTG09 Also, the language is not obscure. It’s called Covid-19 or if you want to be really precise SARS-CoV-2. Naming it any other way is just agenda pushing, imo. Of course, that doesn’t mean that the virus and its origin shouldn’t be studied.",0,"Crolles, France",France,26-May-2020,858,False,positive
117,AlexisKaya,"Given the mutant power of the #coronavirus which has a multiplicity of version, the reliability of the #serological tests is strongly questioned. A serological test should be tested on a patient with viral signature corresponding to the virus that was used to make the test #Covid",0,"Sint-Niklaas, België",France,26-May-2020,4868,False,positive
118,metacosm,"@MichaelTG09 That’s an opinion, though, not a fact. Do you know for a fact it was manufactured? Even without fact, what do you base your opinion on? And honestly, if Covid-19 really is a bioweapon, whoever created it must be pretty bad at their job… What would be the point to start with?",0,"Crolles, France",France,26-May-2020,858,False,positive
119,oihanecb,"The #covid won’t stop us 💪! After 7️⃣4️⃣ days confined, we’re back on #microplastic sampling in coastal waters of SE #BayofBiscay. 

No words to describe the happiness of being back in nature! 

Unfortunately our colleagues from the #ItsasBlehara F/V found lots of #marinelitter. https://t.co/6313tdyJPM",8,"Pasaia, España",France,26-May-2020,249,False,negative
120,PhilRean,Everthing was about #Cummings  nothing about the country. Taking covid up and down the country. We have no #trust #truth #respect. #cummmings fairy tale lies. https://t.co/RB2WnBeH5E,0,"Quimper, France",France,26-May-2020,127,False,negative
121,steve_quaife,@bar_loo @sigdor1963 @maxkrm @cangal21 Which will somehow get chalked up to covid anyhow.,0,"Woodlands County, Alberta",France,26-May-2020,37,False,neutral
122,steve_quaife,"@maxkrm @cangal21 In all fairness, I don’t know them but a friends mother got it. But this is the first time I’ve even heard of someone within my six degrees of covid.",0,"Woodlands County, Alberta",France,26-May-2020,37,False,positive
123,margarance,"Given that yesterday’s UK COVID mortality figures were the highest in the entire world, I would be grateful if UK tourists stayed home this summer. 

Just in case you wondered why all the Cummings stuff came to a public scandal yesterday &amp; wasn’t left until later in the week.",11,France,France,26-May-2020,8022,False,positive
124,margarance,Read this harrowing and important thread on COVID and then consider the poor management by UK govt which has led to the UK mortality rate yesterday being the worst in the world. That is what Cummings did. That is what they concealed with yesterday’s pantomime. #SackCummings https://t.co/JES2EsAPjG,2,France,France,26-May-2020,8022,False,negative
125,onauratoutvu,My mask of the day ! @conchitawurst wearing Christal sparkling by @onauratoutvu couture  mask #onauratoutvu #covid_19 #mask #masque #makeyourown #sparklingcristal #swarovski #onauratoutvu #yassensamouilov… https://t.co/VTbvPYjP6L,0,Paris,France,26-May-2020,1481,False,positive
126,francoismoraud,COVID-19 Has Changed Banking and Payments Behavior Forever https://t.co/K1qu4I6YmF by @JimMarous #Banking #Retail #ecommerce #commerce #payment,0,"Bordeaux & Paris, France",France,26-May-2020,3185,False,neutral
127,mikew77,"A conversation today on how @theatre can adapt to life after Covid. @MetOpera recordings  have been superb. Broadway and West End musical soundtracks can be excellent, but why do video recordings of these shows disappoint? Why should opera work on video and not #musicals?",0,"London, Nice and s/y Archangel",France,25-May-2020,2779,False,positive
128,JayLampa1,"The new normal

#mask #COVID__19 #NewNormal #vbrnyproductions https://t.co/2qRV6m1H5F",0,"Paris, France",France,25-May-2020,24,False,neutral
129,Indi31160880,Covid is kind of a hot name tho,0,"Parijs, Frankrijk",France,25-May-2020,2,False,neutral
130,CharlotteEkins,"@benjaminbutter He said she was unwell, but didn't have symptoms of Covid. Is it not possible that people may feel ill due to other things?",0,"Gers, Midi-Pyrénées",France,25-May-2020,140,False,negative
131,cm_cassidy,"Dear God - He didn’t have Covid, he panicked, he got sick, then took advantage of being away for his recovery. He was in clear violation. Toilet stops, eye tests, blue bells ... you’ve been war-gamed.... eyes on the prize - it’s Keith time",0,"Chamonix-Mont-Blanc, France",France,25-May-2020,108,False,positive
132,dantunna,"returning from Durham, why not come clean from the beginning? They are taking us for fools and it’s catching up with them. Don’t let this story deflect from the bigger picture however - a fatally flawed response to COVID-19 that’s cost thousands of lives.",0,"Paris, France",France,25-May-2020,1013,False,negative
133,cm_cassidy,@ChrisSlattery20 @ThatTimWalker No Covid either,0,"Chamonix-Mont-Blanc, France",France,25-May-2020,108,False,negative
134,cm_cassidy,"@louisetickle Nobody had covid, not him, wife or child... he got sick and panicked, great qualities, we can conclude that in times of distress he’s not your go to guy",0,"Chamonix-Mont-Blanc, France",France,25-May-2020,108,False,positive
135,SirTouati,"The ""new #SocialDistancing tables"" in Ocean City, Maryland, USA. By @QuickTake 
#Covid_19 #CoronavirusPandemic 
@jblefevre60 @labordeolivier @Paula_Piccard @Droit_IA @mvollmer1 @Ym78200 @kalydeoo @Nicochan33 @lesguer_lionel @rwang0 @TerenceLeungSF @gvalan 
@joelVEc1 @BViseeon https://t.co/fqmLrmK44J",3,Strasbourg,France,25-May-2020,806,False,neutral
136,phillburton,Can only presume that Mrs C went to hospital with the son as  #DominicCummngs was scared to be recognised. He was healthy enough to drive to the hospital to pick them up but not to drive them there. Instead they placed paramedics at risk attending a house with covid+ adults,1,"Lyon, France",France,25-May-2020,223,False,negative
137,loulouCIV,Im over Covid-19 Im moving in 2 weeks and all the stores  i need are still closed !! https://t.co/X7VwlQrSwS,0,Nanterre,France,25-May-2020,204,False,neutral
138,angela_hin,"🔀 #Infographie @WHO ""TIMELINE: WHO #RESEARCH RESPONSE TO #COVID19"" 

👉https://t.co/o4BkrRqeVJ #coronavirus #santepublique #hcsmeufr https://t.co/21CVrs29sl",3,"Paris, France",France,25-May-2020,1915,False,neutral
139,angela_hin,"🔬 #COVID__19 &amp; Vaccinations 🔬

Quote: ""#COVID_19, after finding the right vaccine, on top of all that, logistical + (mass) production + supply issues need to be met"" Dan Hian-Cheong, former executive @SanofiFR 

Talking #scicomm 👥 @aaweparis online get together #hcsmeufr https://t.co/Ksf8kCpotk",1,"Paris, France",France,25-May-2020,1915,False,positive
140,angela_hin,"#MondayMotivation l #COVID__19 &amp; Vaccinations 🤷‍♀️ where are we at?

👨‍💻Dan Hian-Cheong, former executive @SanofiFR. Presenting phases &amp; timelines of #vaccine development

👇Highlights what #researchers hope to do, best case scenario, in the development of a vaccine for #Covid19 🦠 https://t.co/TUGvrKJdfU",1,"Paris, France",France,25-May-2020,1915,False,positive
141,jamessfaulkner,@zammit_marc An important film to see on Amazon « HOMELESS ASHES ». A percentage of the profits will go to support homeless charities.  No one should have to suffer the indignity of #homelessness whether there be a pandemic or no. #coronavirus #COVID__19 #GameOfThrones #Salvation,6,"London, UK",France,25-May-2020,4102,True,positive
142,ranasanj,"@HardeepSPuri @MoCA_GoI @PIB_India Sir please arrange more flights from France, only two flights under vande Bharat mission, surviving since 3 months without job, there is thousands of people’s like me here, and still we are not infected with covid #19.please act now responsibly",1,Monaco,France,25-May-2020,0,False,positive
143,SIMONASSOCIES,"🎙️ #webinar: SIMON ASSOCIES is hosting a webinar, ""Legal Impact of Covid-19: Overview of French government measures and their implications on business for foreign investors"", to provide foreign companies...
📝 https://t.co/1TN83Psr3U

#webinar #deconfinement #business #investors https://t.co/ckZIugvan5",0,Paris,France,25-May-2020,787,False,positive
144,TeoXyTanguy,@BGandon0 Covid ..,0,"Cannes, France",France,25-May-2020,236,False,neutral
145,katyrosemusic,"First day back in ceremonial robes after 10 weeks of « loungewear «  in COVID &amp; Q delirium... (not my longest stint in only pajamas, but still worth commemorating 🤤🤣). Thank you thank you to @freepeople  and the sun… https://t.co/yWxWIiGYRA",1,Paris,France,25-May-2020,32284,True,positive
146,cobellesai,Crise COVID-19 https://t.co/uc34jtHkrb via @ChangeFrance,0,Nouvelle-Aquitaine,France,25-May-2020,411,False,neutral
147,Fraslin,"Cannabis is more effective at preventing and treating COVID-19 than hydroxychloroquine.
Le professeur Didier Raoult en PLS
https://t.co/rLq2khGLUK via @thenextweb",3,Nantes,France,25-May-2020,14468,False,positive
148,CarolineBignell,@RH565 @victoriathorpes @mrst43 Also Richard I was thinking what about the viral overload in the car. Surprised the little lad didn’t catch covid.,0,Saint Macoux France,France,25-May-2020,1414,False,negative
149,The_etranger,"@BorisJohnson I live in Northern France, if my wife and I were to show symptoms of Covid-19, I wouldn't even think of driving my children to Kent (where my mum lives) or Stockport (where my Dad lives) does this make me a worse father than Dominic Cummings?

#FathersInstinct",0,"Amiens, France 80000",France,25-May-2020,859,False,negative
150,cm_cassidy,@pauliewoll @jonsnowC4 @Aiannucci Indeed Covid means Covid,0,"Chamonix-Mont-Blanc, France",France,25-May-2020,108,False,neutral
151,PhilRean,"@pixiehaven1 @McGarvito @piersmorgan @BorisJohnson Explain how covid has anything to do with brexit? Other than in the disastrous economic situation caused by covid, brexit will make it worse. #CumGate and #BJ apt names is a matter of trust and respect.",0,"Quimper, France",France,25-May-2020,127,False,positive
152,ardiccioni,VITA DURANTE COVID19 ... LIFE DURING COVID19 ... #socialdistancing #distanciamentosocial #distanziamentosociale #distanciationsociale #coronavirus #covid_19 #covid19 #sarscov2 #pandemic #pandemia #pandemie… https://t.co/JggS3xaFHK,0,LOVE ME FOLLOW ME,France,25-May-2020,254,False,neutral
153,AmbNum,"9/ The app @virtuprofs enables students to have access to various resources and tools, needed to foster their education, especially amid the #COVID19 crisis, solution identified on the « Solidarité Covid-19 Francophonie » community @OIFrancophonie

➡️ https://t.co/I1aYaU2fbG",0,,France,25-May-2020,2891,False,negative
154,butshefailed,"I’ve been watching this whole covid thing play out for months (as we all have), and I’ve concluded that, on a whole, socialist systems are just better equipped to handle pandemics than strictly capitalist systems. It’s down to a culture thing.",0,France,France,25-May-2020,125,False,positive
155,emmasoie,´the #EU’ #GreeenDeal and the #DigitalAgenda remain more valid than ever’ in the post-Covid #recovery @UEFrance @EESC_REX https://t.co/x9RsuFaKQz,2,"Paris, rue d’Anjou 75008",France,25-May-2020,1421,False,neutral
